user_id,article_id,interaction_type,timestamp,duration_seconds,topic
User_1,https://openalex.org/W2990138404,cite,2025-05-23 05:19:30,0,Rule-based machine translation
User_1,https://openalex.org/W62824994,read,2025-05-21 00:13:07,481,Association (psychology)
User_1,https://openalex.org/W1985588649,read,2025-05-03 13:44:43,372,Industrial organization
User_1,https://openalex.org/W3138516171,click,2025-05-13 03:37:13,0,Complementary assets
User_1,https://openalex.org/W2963351448,read,2025-05-08 18:30:02,430,Electronic structure
User_1,https://openalex.org/W2142596760,cite,2025-05-10 01:22:15,0,Simple (philosophy)
User_1,https://openalex.org/W2019207321,read,2025-05-20 20:36:13,408,Evapotranspiration
User_1,https://openalex.org/W1969761972,cite,2025-05-28 18:18:56,0,Chondrogenesis
User_1,https://openalex.org/W2156125289,read,2025-05-26 19:37:03,113,Internet of Things
User_1,https://openalex.org/W2160815625,click,2025-05-12 16:25:43,0,Compressed suffix array
User_1,https://openalex.org/W1665214252,click,2025-05-09 23:59:29,0,Tensor (intrinsic definition)
User_1,https://openalex.org/W4293584584,read,2025-05-12 10:51:45,455,Genome-wide association study
User_1,https://openalex.org/W2164598857,read,2025-05-24 06:26:21,373,Agency cost
User_1,https://openalex.org/W1649645444,read,2025-05-24 10:02:04,507,Fuzzy control system
User_1,https://openalex.org/W2063978378,click,2025-05-15 09:33:44,0,Censoring (clinical trials)
User_2,https://openalex.org/W2092157292,click,2025-05-26 14:33:34,0,Bioinformatics
User_2,https://openalex.org/W2797247465,read,2025-05-15 22:35:26,486,Bioinformatics
User_2,https://openalex.org/W4297775537,click,2025-05-12 23:55:37,0,Genomics
User_2,https://openalex.org/W2059205366,read,2025-05-14 01:26:52,594,Genomics
User_2,https://openalex.org/W2905811773,read,2025-05-19 00:33:44,562,Bioinformatics
User_2,https://openalex.org/W2165429918,click,2025-05-17 08:59:12,0,Bioinformatics
User_2,https://openalex.org/W1988925586,click,2025-05-22 20:27:11,0,Bioinformatics
User_2,https://openalex.org/W2145096794,click,2025-05-11 04:38:22,0,Bioinformatics
User_2,https://openalex.org/W3149395617,read,2025-05-02 17:24:20,244,Bioinformatics
User_2,https://openalex.org/W2122111042,read,2025-05-07 03:57:01,560,Genomics
User_2,https://openalex.org/W2250539671,click,2025-05-02 23:23:13,0,Bioinformatics
User_2,https://openalex.org/W2016260972,read,2025-05-04 01:07:36,481,Bioinformatics
User_2,https://openalex.org/W2147993766,click,2025-05-02 13:48:00,0,Bioinformatics
User_2,https://openalex.org/W2124351063,read,2025-05-26 04:42:52,535,Bioinformatics
User_2,https://openalex.org/W2061301711,click,2025-05-08 06:48:03,0,Bioinformatics
User_2,https://openalex.org/W2067174909,click,2025-05-06 17:21:40,0,Genomics
User_2,https://openalex.org/W2160643434,read,2025-05-17 05:48:39,221,Bioinformatics
User_2,https://openalex.org/W2108834246,read,2025-04-29 18:06:54,61,Genomics
User_2,https://openalex.org/W4293105157,read,2025-05-06 14:56:02,436,Bioinformatics
User_2,https://openalex.org/W2963446712,click,2025-05-19 16:21:36,0,Genomics
User_2,https://openalex.org/W2162530578,read,2025-05-06 15:46:30,133,Genomics
User_2,https://openalex.org/W2008854521,click,2025-05-07 12:32:38,0,Genomics
User_2,https://openalex.org/W2152095411,read,2025-05-17 09:18:05,169,Bioinformatics
User_2,https://openalex.org/W2125055259,read,2025-05-13 16:48:33,214,Genomics
User_2,https://openalex.org/W2319902168,read,2025-04-29 15:52:34,188,Bioinformatics
User_2,https://openalex.org/W2145023731,read,2025-05-17 19:25:05,587,Bioinformatics
User_2,https://openalex.org/W2167928095,read,2025-05-17 12:57:28,69,Bioinformatics
User_2,https://openalex.org/W2158489424,read,2025-05-13 07:24:03,67,Genomics
User_2,https://openalex.org/W2613718673,read,2025-04-29 05:50:56,477,Genomics
User_2,https://openalex.org/W2151693816,read,2025-05-20 03:51:17,157,Genomics
User_2,https://openalex.org/W2121394112,click,2025-05-01 01:51:42,0,Genomics
User_2,https://openalex.org/W2271840356,click,2025-05-13 20:52:19,0,Bioinformatics
User_2,https://openalex.org/W2033990154,read,2025-05-13 07:05:51,417,Bioinformatics
User_2,https://openalex.org/W2022768097,read,2025-05-19 01:26:54,103,Bioinformatics
User_2,https://openalex.org/W2102619694,read,2025-05-25 14:19:45,270,Bioinformatics
User_3,https://openalex.org/W2157823046,read,2025-05-14 15:35:22,453,Autophagy
User_3,https://openalex.org/W2053186076,cite,2025-05-01 07:54:41,0,Molecular Junctions and Nanostructures
User_3,https://openalex.org/W2978725006,read,2025-05-16 04:22:36,265,Likelihood-ratio test
User_3,https://openalex.org/W2112081648,read,2025-05-20 19:50:05,484,Statistical Methods and Applications
User_3,https://openalex.org/W2074682976,read,2025-05-14 19:08:12,456,Agency (philosophy)
User_3,https://openalex.org/W2133674686,cite,2025-05-19 22:11:51,0,Beam search
User_3,https://openalex.org/W2148534890,read,2025-05-21 05:44:22,100,Test theory
User_3,https://openalex.org/W3126094737,read,2025-05-23 03:53:03,331,Delocalized electron
User_3,https://openalex.org/W2147800946,cite,2025-05-24 05:53:58,0,Horseradish peroxidase
User_3,https://openalex.org/W2153635508,read,2025-04-30 22:39:50,177,Quantum chemical
User_3,https://openalex.org/W2056370875,read,2025-05-21 02:56:56,163,Iterative and incremental development
User_3,https://openalex.org/W1963957860,cite,2025-05-28 01:41:33,0,Transversion
User_3,https://openalex.org/W2109394932,read,2025-05-21 11:48:13,222,Promotion (chess)
User_3,https://openalex.org/W2046412723,read,2025-05-08 06:14:35,479,Facial Nerve Paralysis Treatment and Research
User_3,https://openalex.org/W2146395539,click,2025-05-24 20:46:59,0,Archaeology and ancient environmental studies
User_3,https://openalex.org/W3102014803,read,2025-05-06 03:45:56,34,Hash chain
User_3,https://openalex.org/W2090299671,read,2025-05-20 02:54:53,207,Presentation (obstetrics)
User_3,https://openalex.org/W2134967712,read,2025-05-27 22:08:06,261,Crystallite
User_3,https://openalex.org/W2122912498,read,2025-05-10 19:09:49,382,Cysteine
User_3,https://openalex.org/W2140956556,read,2025-05-10 20:26:07,395,Chaos control and synchronization
User_3,https://openalex.org/W2128572087,read,2025-05-06 14:13:20,77,Viral Infectious Diseases and Gene Expression in Insects
User_3,https://openalex.org/W2032558547,cite,2025-05-14 04:29:21,0,Spectral density
User_3,https://openalex.org/W2042281163,read,2025-05-11 22:54:37,198,Need to know
User_3,https://openalex.org/W2896457183,click,2025-05-16 23:15:02,0,F-box protein
User_3,https://openalex.org/W4230809332,read,2025-05-17 18:46:23,330,Doping
User_3,https://openalex.org/W1990074132,read,2025-05-18 10:04:00,133,Millimeter-Wave Propagation and Modeling
User_3,https://openalex.org/W2962914239,read,2025-05-23 13:04:00,587,Quantitative proteomics
User_3,https://openalex.org/W3002539152,read,2025-05-15 00:49:46,303,Inflation (cosmology)
User_3,https://openalex.org/W2164598857,click,2025-05-04 04:29:21,0,Visual cortex
User_3,https://openalex.org/W2110835349,read,2025-05-11 11:19:58,362,Organizational studies
User_3,https://openalex.org/W1913957972,cite,2025-05-23 02:19:50,0,Extracellular matrix
User_3,https://openalex.org/W2139248078,read,2025-05-10 16:36:28,290,Geotechnical Engineering and Soil Mechanics
User_3,https://openalex.org/W2145538332,read,2025-05-14 10:01:19,216,Stochastic Petri net
User_3,https://openalex.org/W2118898434,read,2025-05-12 14:04:03,563,Plant Taxonomy and Phylogenetics
User_3,https://openalex.org/W2116006659,read,2025-05-20 15:59:38,422,Video tracking
User_3,https://openalex.org/W4212841973,read,2025-05-27 02:31:40,72,Common-method variance
User_3,https://openalex.org/W1566830427,cite,2025-05-12 23:18:49,0,Pharmacogenetics and Drug Metabolism
User_4,https://openalex.org/W1951008065,read,2025-05-08 06:38:28,187,Healthcare Technology and Patient Monitoring
User_4,https://openalex.org/W2045656233,click,2025-05-03 03:09:58,0,Data Protection Act 1998
User_4,https://openalex.org/W2250539671,click,2025-05-16 13:04:22,0,SIGNAL (programming language)
User_4,https://openalex.org/W2993383518,click,2025-05-21 03:02:30,0,Directed graph
User_4,https://openalex.org/W2160815625,read,2025-05-13 02:03:30,289,Protoplast
User_4,https://openalex.org/W2111308925,read,2025-05-05 21:15:13,387,In silico
User_4,https://openalex.org/W3177828909,read,2025-05-14 12:50:05,160,Climate Change and Sustainable Development
User_4,https://openalex.org/W2148143831,cite,2025-04-29 14:32:43,0,Human-Automation Interaction and Safety
User_4,https://openalex.org/W3123035919,cite,2025-05-24 01:40:05,0,Automated reasoning
User_4,https://openalex.org/W2154053567,click,2025-05-25 05:26:12,0,Human visual system model
User_4,https://openalex.org/W2140956556,cite,2025-05-17 03:14:07,0,Gas Dynamics and Kinetic Theory
User_4,https://openalex.org/W2133665775,read,2025-05-02 14:02:09,546,F-box protein
User_4,https://openalex.org/W2106822551,read,2025-05-22 15:07:52,252,Statistical and numerical algorithms
User_4,https://openalex.org/W1522048223,click,2025-05-26 02:35:55,0,Salmonella and Campylobacter epidemiology
User_4,https://openalex.org/W2118877769,click,2025-05-27 02:58:31,0,Marketing research
User_4,https://openalex.org/W2404280981,read,2025-05-15 20:49:23,520,Generative grammar
User_4,https://openalex.org/W2102619694,click,2025-05-16 15:18:14,0,Supply chain
User_4,https://openalex.org/W2194775991,read,2025-05-16 13:59:21,59,Conformational isomerism
User_4,https://openalex.org/W2100358124,read,2025-05-14 00:31:48,538,Protein structure
User_4,https://openalex.org/W1680392829,cite,2025-05-05 14:27:57,0,Image segmentation
User_4,https://openalex.org/W3118608800,read,2025-05-01 07:48:35,226,Helix (gastropod)
User_4,https://openalex.org/W2766736793,read,2025-05-27 01:55:49,363,Social Science and Policy Research
User_5,https://openalex.org/W1490421035,read,2025-05-01 19:37:53,91,Protein Structure and Dynamics
User_5,https://openalex.org/W2041404167,cite,2025-05-24 07:03:50,0,Health promotion
User_5,https://openalex.org/W1554944419,read,2025-05-09 03:49:53,511,Approximation Theory and Sequence Spaces
User_5,https://openalex.org/W1677182931,read,2025-05-12 06:24:42,494,Face Recognition and Perception
User_5,https://openalex.org/W1730782591,cite,2025-05-26 08:46:31,0,Low-power high-performance VLSI design
User_5,https://openalex.org/W2132632499,read,2025-04-30 17:42:49,328,Scale-free network
User_5,https://openalex.org/W2159080219,read,2025-05-09 11:35:57,217,Multi-task learning
User_5,https://openalex.org/W2183341477,read,2025-05-13 21:55:17,376,Fusiform gyrus
User_5,https://openalex.org/W2096420865,click,2025-05-18 04:34:33,0,Reagent
User_5,https://openalex.org/W2148143831,read,2025-05-17 02:37:18,55,Energy conversion efficiency
User_5,https://openalex.org/W3096831136,cite,2025-05-03 07:14:27,0,Chemical Reactions and Isotopes
User_5,https://openalex.org/W2164598857,read,2025-05-09 14:56:01,288,Detection theory
User_5,https://openalex.org/W260994251,read,2025-05-26 10:04:57,504,Voronoi diagram
User_5,https://openalex.org/W2009435671,read,2025-05-24 05:31:34,89,Binomial distribution
User_5,https://openalex.org/W2160449301,read,2025-05-22 10:39:14,524,Political philosophy
User_5,https://openalex.org/W1985749074,read,2025-04-29 11:21:11,579,Contig
User_5,https://openalex.org/W2020999234,read,2025-05-02 15:37:09,568,Mathematical theory
User_5,https://openalex.org/W3150248096,click,2025-05-10 02:07:21,0,Protocol stack
User_5,https://openalex.org/W2999905431,read,2025-05-02 09:07:56,413,Software deployment
User_5,https://openalex.org/W2963470893,read,2025-05-14 14:39:54,120,Insurance and Financial Risk Management
User_5,https://openalex.org/W2150104072,read,2025-05-15 10:22:41,189,Human science
User_5,https://openalex.org/W2069736034,read,2025-05-27 13:36:30,248,Video Coding and Compression Technologies
User_5,https://openalex.org/W2091579301,click,2025-05-16 04:27:26,0,Energy storage
User_5,https://openalex.org/W1969761972,read,2025-05-27 22:14:33,126,UniGene
User_5,https://openalex.org/W2122825543,read,2025-05-28 03:48:03,301,Estuary
User_5,https://openalex.org/W1660390307,read,2025-05-22 04:29:51,378,Growth hormone
User_5,https://openalex.org/W2004778468,read,2025-05-15 00:43:09,255,Substrate (aquarium)
User_5,https://openalex.org/W2109363337,click,2025-05-11 05:10:30,0,Apprenticeship
User_5,https://openalex.org/W2031611770,read,2025-05-20 02:27:01,119,Cohen's kappa
User_5,https://openalex.org/W2118258530,cite,2025-05-02 20:13:42,0,Markov chain Monte Carlo
User_5,https://openalex.org/W1489838709,read,2025-04-30 06:28:25,143,Radical
User_5,https://openalex.org/W4251751280,cite,2025-05-04 11:43:44,0,Boltzmann machine
User_5,https://openalex.org/W2008854521,cite,2025-05-01 14:04:53,0,Latent semantic analysis
User_6,https://openalex.org/W391578156,read,2025-05-20 15:33:17,307,clone (Java method)
User_6,https://openalex.org/W2097360283,click,2025-05-20 02:38:09,0,Herd
User_6,https://openalex.org/W2063978378,cite,2025-05-28 01:58:55,0,Hartree–Fock method
User_6,https://openalex.org/W2950577311,cite,2025-05-24 16:22:13,0,Asymmetry
User_6,https://openalex.org/W2108921801,read,2025-05-22 04:48:56,442,Conductor
User_6,https://openalex.org/W2083449279,cite,2025-05-11 14:59:47,0,Anaerobic glycolysis
User_6,https://openalex.org/W2120611093,read,2025-05-19 06:23:31,178,Classics
User_6,https://openalex.org/W2125389028,read,2025-04-29 16:58:42,533,Psychosomatic Disorders and Their Treatments
User_6,https://openalex.org/W1503398984,read,2025-05-09 18:40:11,135,Mobile robot
User_6,https://openalex.org/W2017108196,click,2025-05-24 16:18:32,0,Hyperparameter
User_6,https://openalex.org/W1489838709,read,2025-05-12 11:36:17,102,Carbide
User_6,https://openalex.org/W3023540311,click,2025-05-12 10:08:48,0,Biological database
User_6,https://openalex.org/W2085261163,read,2025-05-16 06:14:49,573,Spacecraft
User_6,https://openalex.org/W2019413183,click,2025-05-03 05:48:03,0,3D single-object recognition
User_6,https://openalex.org/W2138207763,cite,2025-05-10 00:48:51,0,Open-channel flow
User_6,https://openalex.org/W2158714788,read,2025-04-29 12:58:46,328,Camera auto-calibration
User_6,https://openalex.org/W4300402905,read,2025-05-08 00:01:11,329,Anomalous scattering
User_6,https://openalex.org/W2117228865,click,2025-05-06 08:19:27,0,Profit (economics)
User_6,https://openalex.org/W2028302194,read,2025-05-22 10:36:01,485,Agency (philosophy)
User_6,https://openalex.org/W4292779060,read,2025-05-20 23:08:31,485,Counterintuitive
User_6,https://openalex.org/W2152195021,read,2025-05-11 15:23:44,419,Competitive equilibrium
User_6,https://openalex.org/W2105846236,cite,2025-05-02 05:40:15,0,Spectroscopy
User_6,https://openalex.org/W2034139177,click,2025-05-28 13:47:32,0,Rprop
User_6,https://openalex.org/W2130362098,cite,2025-05-16 13:25:55,0,Antioxidant Activity and Oxidative Stress
User_6,https://openalex.org/W3118608800,click,2025-05-02 21:31:32,0,Strengths and weaknesses
User_6,https://openalex.org/W2108795964,click,2025-05-14 11:01:33,0,Protein tag
User_6,https://openalex.org/W1649645444,read,2025-05-21 19:01:16,184,Evaluation of Teaching Practices
User_6,https://openalex.org/W4294541781,cite,2025-05-10 06:02:55,0,Improvisation
User_6,https://openalex.org/W4213009331,click,2025-04-30 01:38:56,0,Superposition principle
User_6,https://openalex.org/W2103546861,read,2025-05-16 23:51:04,64,Silver bullet
User_6,https://openalex.org/W2125838338,click,2025-05-26 10:43:16,0,Academic achievement
User_6,https://openalex.org/W2964350391,read,2025-05-25 15:55:33,76,Visual Attention and Saliency Detection
User_7,https://openalex.org/W2949117887,read,2025-05-12 10:36:33,510,Approximate entropy
User_7,https://openalex.org/W2054141820,read,2025-05-27 21:45:29,493,Mesoporous Materials and Catalysis
User_7,https://openalex.org/W2067495470,click,2025-05-18 03:12:25,0,Phospholipid
User_7,https://openalex.org/W2044465660,read,2025-05-13 06:19:51,106,Universal grammar
User_7,https://openalex.org/W2950577311,read,2025-05-06 08:50:12,349,Greedy algorithm
User_7,https://openalex.org/W2147152072,read,2025-05-09 19:00:35,252,Virtual screening
User_7,https://openalex.org/W4295312788,read,2025-04-30 17:32:33,187,Computer graphics (images)
User_7,https://openalex.org/W2124386111,click,2025-05-03 22:38:38,0,Network formation
User_7,https://openalex.org/W1487127700,click,2025-05-12 10:42:58,0,Post-quantum cryptography
User_7,https://openalex.org/W2004444667,read,2025-05-07 15:42:02,521,Tetrahedron
User_7,https://openalex.org/W1576818901,click,2025-05-24 10:10:28,0,Hash chain
User_7,https://openalex.org/W2135046866,read,2025-04-29 05:34:00,314,Umbilical vein
User_7,https://openalex.org/W2250539671,click,2025-05-08 00:41:11,0,Catalytic Cross-Coupling Reactions
User_7,https://openalex.org/W2963341956,click,2025-04-30 01:11:31,0,Conjugate residual method
User_7,https://openalex.org/W2560023338,read,2025-05-24 04:24:12,382,Hubble's law
User_7,https://openalex.org/W1849190772,click,2025-05-13 05:19:43,0,2D Materials and Applications
User_7,https://openalex.org/W950821216,click,2025-05-06 13:25:01,0,Video quality
User_7,https://openalex.org/W2053186076,read,2025-05-06 02:11:17,288,Nervous system network models
User_7,https://openalex.org/W1992419399,click,2025-05-17 05:56:42,0,Numéraire
User_7,https://openalex.org/W2124776405,read,2025-05-25 09:19:51,524,Molecular physics
User_7,https://openalex.org/W3015634246,cite,2025-05-18 14:26:36,0,Open-channel flow
User_8,https://openalex.org/W2157331557,click,2025-05-28 01:15:49,0,Error Correcting Code Techniques
User_8,https://openalex.org/W1660390307,read,2025-04-30 12:06:55,491,De Bruijn sequence
User_8,https://openalex.org/W4213009331,click,2025-05-10 12:48:20,0,Convex optimization
User_8,https://openalex.org/W2083449279,read,2025-05-27 04:06:09,599,Consensus
User_8,https://openalex.org/W2173213060,read,2025-05-26 01:04:40,365,Neurology and Historical Studies
User_8,https://openalex.org/W2015292449,click,2025-05-04 12:35:11,0,Generalized suffix tree
User_8,https://openalex.org/W2340897893,click,2025-05-01 17:57:35,0,Spatial analysis
User_8,https://openalex.org/W1970442252,read,2025-05-23 23:42:16,114,OS X
User_8,https://openalex.org/W2020541351,cite,2025-05-06 23:02:21,0,Infrared spectroscopy
User_8,https://openalex.org/W2103546861,read,2025-05-10 23:46:04,131,Oxidative phosphorylation
User_8,https://openalex.org/W2120772351,click,2025-05-03 15:42:02,0,Short-time Fourier transform
User_8,https://openalex.org/W2138621811,click,2025-05-11 14:17:23,0,Sustainability and Ecological Systems Analysis
User_8,https://openalex.org/W2041282815,click,2025-04-29 21:00:35,0,Software Testing and Debugging Techniques
User_8,https://openalex.org/W1832693441,click,2025-05-22 05:49:58,0,Workplace Health and Well-being
User_8,https://openalex.org/W2151554678,read,2025-04-29 12:01:42,155,Quantum anomalous Hall effect
User_8,https://openalex.org/W1554944419,read,2025-05-16 23:23:22,599,Marketing research
User_8,https://openalex.org/W2165698076,read,2025-05-21 02:16:25,526,Elegance
User_8,https://openalex.org/W2950577311,read,2025-05-25 10:22:39,334,Phase-change materials and chalcogenides
User_8,https://openalex.org/W2108598243,click,2025-05-07 07:00:28,0,Institutional theory
User_8,https://openalex.org/W2963150697,read,2025-05-14 18:52:53,322,Proportional hazards model
User_8,https://openalex.org/W2138451337,read,2025-05-15 18:11:33,326,Chemistry
User_8,https://openalex.org/W2725897987,click,2025-05-10 21:10:28,0,X-ray Diffraction in Crystallography
User_8,https://openalex.org/W2164599981,read,2025-05-08 11:51:32,238,Phosphor
User_8,https://openalex.org/W1489838709,click,2025-05-26 12:20:47,0,Magnetic field
User_8,https://openalex.org/W2296616510,read,2025-05-12 13:13:38,172,Real-Time Systems Scheduling
User_8,https://openalex.org/W2122825543,read,2025-05-27 14:27:37,578,Intermolecular force
User_8,https://openalex.org/W2044465660,read,2025-05-20 22:00:45,576,Lamellipodium
User_8,https://openalex.org/W2295107390,click,2025-05-02 01:53:55,0,Image processing
User_8,https://openalex.org/W1522048223,read,2025-05-25 11:45:29,346,K-SVD
User_8,https://openalex.org/W2168696662,read,2025-05-08 08:17:26,569,Markov model
User_8,https://openalex.org/W1979423827,click,2025-04-30 06:15:43,0,Control theory (sociology)
User_8,https://openalex.org/W1581387623,read,2025-05-16 19:36:50,403,Cartography
User_8,https://openalex.org/W2004444667,click,2025-05-14 23:35:33,0,SAGE
User_8,https://openalex.org/W2004548026,click,2025-05-19 22:08:52,0,Electrical engineering
User_9,https://openalex.org/W1969483458,read,2025-05-25 18:52:30,301,Conceptual model
User_9,https://openalex.org/W2041404167,read,2025-05-06 00:56:56,573,Component-based software engineering
User_9,https://openalex.org/W2161444534,cite,2025-05-03 12:51:38,0,Disaster Management and Resilience
User_9,https://openalex.org/W4300402905,read,2025-05-21 13:35:21,42,Power Systems Fault Detection
User_9,https://openalex.org/W1614298861,read,2025-05-10 08:09:20,39,Chemistry and Chemical Engineering
User_9,https://openalex.org/W1840218356,click,2025-05-02 21:07:22,0,Cross-sectional study
User_9,https://openalex.org/W2990138404,read,2025-05-16 04:08:49,584,Ethnography
User_9,https://openalex.org/W2138621811,read,2025-05-14 01:12:36,207,Vignette
User_9,https://openalex.org/W2169678694,read,2025-05-01 09:17:08,552,Medical education
User_9,https://openalex.org/W2160449301,read,2025-05-15 21:44:16,170,Quantitative analysis (chemistry)
User_9,https://openalex.org/W1533179050,read,2025-05-28 15:18:31,191,Uniform consensus
User_9,https://openalex.org/W2098126593,read,2025-05-07 10:13:47,597,Cytotoxicity
User_9,https://openalex.org/W1660390307,click,2025-04-30 12:18:42,0,Modularity (biology)
User_9,https://openalex.org/W2954996726,click,2025-05-11 08:17:38,0,Electric dipole transition
User_9,https://openalex.org/W2141088880,read,2025-05-23 19:29:10,397,Mann–Whitney U test
User_9,https://openalex.org/W2963341956,read,2025-05-24 11:00:58,394,3D Shape Modeling and Analysis
User_9,https://openalex.org/W2963881378,read,2025-05-18 18:27:28,509,Linear map
User_9,https://openalex.org/W2125055259,read,2025-05-27 11:41:45,194,Telephone interview
User_9,https://openalex.org/W2988934653,click,2025-04-30 06:46:01,0,Stimulation
User_9,https://openalex.org/W2126105956,read,2025-05-08 20:24:36,511,Solid-phase synthesis
User_9,https://openalex.org/W1913957972,click,2025-05-13 14:25:24,0,Architecture
User_9,https://openalex.org/W2130362098,read,2025-05-20 16:39:01,487,Negotiation
User_9,https://openalex.org/W2115217290,cite,2025-05-20 19:08:40,0,Curie
User_9,https://openalex.org/W2549139847,read,2025-05-19 15:15:53,199,Musical
User_9,https://openalex.org/W1554663460,read,2025-05-15 18:36:55,169,Collinearity
User_9,https://openalex.org/W2151936673,read,2025-05-23 15:35:42,464,Underpinning
User_9,https://openalex.org/W2963341956,read,2025-05-22 09:09:30,389,Cross-platform
User_9,https://openalex.org/W2963470893,read,2025-05-09 13:32:27,291,Optimization problem
User_9,https://openalex.org/W2101105183,click,2025-05-19 13:51:28,0,Video Surveillance and Tracking Methods
User_9,https://openalex.org/W2124351063,read,2025-05-05 02:35:32,431,Coco
User_9,https://openalex.org/W2160815625,read,2025-05-19 13:08:30,327,General linear model
User_10,https://openalex.org/W2781525129,read,2025-04-30 08:26:57,243,Sedimentation
User_10,https://openalex.org/W2169417293,click,2025-05-22 13:58:51,0,Cronbach's alpha
User_10,https://openalex.org/W1981368803,read,2025-05-02 18:23:41,185,Biomarker
User_10,https://openalex.org/W2009674410,click,2025-05-03 04:02:50,0,Object-oriented programming
User_10,https://openalex.org/W1673310716,click,2025-05-18 11:36:48,0,Cultural Differences and Values
User_10,https://openalex.org/W1855283887,cite,2025-05-25 18:11:12,0,Loop quantum gravity
User_10,https://openalex.org/W1990748933,read,2025-05-10 00:52:57,285,Precession
User_10,https://openalex.org/W2001141328,click,2025-05-17 03:25:59,0,Soil classification
